application_type,usia,masa_kerja,golongan_jabatan,status_kepegawaian,gaji_bulanan,jumlah_tanggungan,riwayat_kredit,keputusan_kredit,omzet_usaha,lama_usaha,sektor_ekonomi,lokasi_usaha,riwayat_pinjaman,jenis_penggunaan_kredit,jenis_jaminan,sumber_dana_pengembalian,plafond_pengajuan,jangka_waktu_kredit,collateral_details
Pegawai,47.0,27.0,Administrasi,Outsource,24091757.99,0.0,Pernah Macet,Pertimbangkan,,,,,,,Kendaraan,,301234933.21,48,"{""merk_kendaraan"": ""Mitsubishi"", ""tahun_kendaraan"": 2009, ""atas_nama_kendaraan"": ""Cayadi Nashiruddin, S.Gz"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
Pegawai,29.0,9.0,Staf Pelaksana,Outsource,27559053.58,0.0,Ada,Layak,,,,,,,Tanah/Bangunan,,341518402.74,8,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""dolores""}"
Pegawai,29.0,13.0,Administrasi,Outsource,10286236.45,0.0,Ada,Layak,,,,,,,Tidak Ada,,243705116.28,9,
UMKM/Pengusaha,,,,,,,,Layak,178721606.02,6.0,Kuliner,Pedesaan,Pernah Macet,Investasi,Tanah/Bangunan,Usaha Sendiri,58594678.03,47,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""dolore""}"
UMKM/Pengusaha,,,,,,,,Layak,163667662.81,14.0,Kuliner,Yogyakarta Kota,Tidak Ada,Konsumsi,Emas,Lain-lain,303681246.25,31,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""aut""}"
Pegawai,44.0,35.0,Supervisor,Tetap,25352324.81,0.0,Pernah Macet,Layak,,,,,,,Persediaan,,128695873.15,48,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""a""}"
UMKM/Pengusaha,,,,,,,,Layak,73291413.69,12.0,Jasa,Pusat Kota,Ada,Konsumsi,Deposito,Usaha Sendiri,117380009.34,15,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""sit""}"
UMKM/Pengusaha,,,,,,,,Layak,121916873.64,8.0,Kerajinan,Pinggir Kota,Tidak Ada,Modal Kerja,Persediaan,Penjualan Aset,193360065.62,40,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""dolore""}"
Pegawai,60.0,5.0,Staf Senior,Tetap,29757745.26,1.0,Tidak Ada,Layak,,,,,,Konsumsi,Tanah/Bangunan,Bonus,88704493.71,25,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""assumenda""}"
Pegawai,55.0,29.0,Administrasi,Outsource,6305705.07,5.0,Ada,Pertimbangkan,,,,,,,Tanah/Bangunan,,208671073.61,66,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""at""}"
Pegawai,51.0,29.0,Administrasi,Outsource,17903700.77,2.0,Ada,Layak,,,,,,,Piutang,,480156600.22,10,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""quia""}"
Pegawai,57.0,33.0,Administrasi,Outsource,7833274.58,5.0,Ada,Pertimbangkan,,,,,,Konsumsi,Piutang,Bonus,422573101.08,71,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""porro""}"
UMKM/Pengusaha,,,,,,,,Layak,180903520.39,13.0,Manufaktur,Pusat Kota,Ada,Konsumsi,Emas,Penjualan Aset,184165236.5,19,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""dolorum""}"
UMKM/Pengusaha,,,,,,,,Layak,98297911.3,12.0,Transportasi,Bantul,Ada,Pembelian Aset,Tidak Ada,Usaha Sendiri,52074883.37,13,
UMKM/Pengusaha,,,,,,,,Pertimbangkan,66543559.87,15.0,Pertanian,Pedesaan,Pernah Macet,Renovasi,Deposito,Usaha Sendiri,439756644.26,22,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""rerum""}"
Pegawai,51.0,2.0,Administrasi,Kontrak,16381933.67,4.0,Ada,Pertimbangkan,,,,,,Lain-lain,Tanah/Bangunan,Gaji,440110973.74,39,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""laudantium""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,35467987.4,3.0,IT,Pedesaan,Pernah Macet,Renovasi,Kendaraan,Tambahan Modal,476292147.51,32,"{""merk_kendaraan"": ""Toyota"", ""tahun_kendaraan"": 2017, ""atas_nama_kendaraan"": ""Karja Mardhiyah"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
UMKM/Pengusaha,,,,,,,,Layak,72449939.34,9.0,IT,Online,Tidak Ada,Modal Kerja,Deposito,Tambahan Modal,334170307.4,72,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""nostrum""}"
UMKM/Pengusaha,,,,,,,,Layak,107793801.82,11.0,Jasa,Pedesaan,Tidak Ada,Investasi,Persediaan,Tambahan Modal,310867661.66,32,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""occaecati""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,147025601.27,13.0,Pertanian,Pinggir Kota,Pernah Macet,Pembelian Aset,Piutang,Penjualan Aset,183163410.86,66,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""perferendis""}"
Pegawai,40.0,5.0,Staf Pelaksana,Outsource,9653860.57,3.0,Tidak Ada,Pertimbangkan,,,,,,Urusan Pribadi,Persediaan,Bonus,226464059.81,47,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""numquam""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,126325557.12,5.0,Perdagangan,Pedesaan,Ada,Konsumsi,Kendaraan,Lain-lain,112981898.17,31,"{""merk_kendaraan"": ""Mitsubishi"", ""tahun_kendaraan"": 2010, ""atas_nama_kendaraan"": ""Raisa Lailasari"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
Pegawai,30.0,12.0,Administrasi,Kontrak,23007456.68,1.0,Pernah Macet,Pertimbangkan,,,,,,,Tanah/Bangunan,,394742064.96,50,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""voluptates""}"
Pegawai,47.0,18.0,Staf Senior,Kontrak,13841605.65,0.0,Tidak Ada,Layak,,,,,,Konsumsi,Kendaraan,Pendapatan Lain,496517715.33,64,"{""merk_kendaraan"": ""Suzuki"", ""tahun_kendaraan"": 2000, ""atas_nama_kendaraan"": ""Hairyanto Utami"", ""lokasi_jaminan"": ""Yogyakarta""}"
Pegawai,32.0,8.0,Staf Senior,Kontrak,10413590.12,0.0,Pernah Macet,Pertimbangkan,,,,,,Renovasi Rumah,Emas,Pendapatan Lain,227820633.34,40,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""enim""}"
Pegawai,42.0,7.0,Staf Senior,Tetap,10452228.65,4.0,Ada,Pertimbangkan,,,,,,,Tanah/Bangunan,,157709423.82,60,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""doloremque""}"
Pegawai,28.0,15.0,Staf Senior,Outsource,22666763.64,0.0,Pernah Macet,Pertimbangkan,,,,,,Renovasi Rumah,Kendaraan,Pendapatan Lain,342715312.03,31,"{""merk_kendaraan"": ""Suzuki"", ""tahun_kendaraan"": 2019, ""atas_nama_kendaraan"": ""Daryani Saptono"", ""lokasi_jaminan"": ""Yogyakarta""}"
UMKM/Pengusaha,,,,,,,,Layak,62729140.76,14.0,Kuliner,Yogyakarta Kota,Tidak Ada,Investasi,Tanah/Bangunan,Tambahan Modal,347619385.96,68,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""totam""}"
UMKM/Pengusaha,,,,,,,,Layak,170919408.15,7.0,Perdagangan,Pinggir Kota,Ada,Konsumsi,Tanah/Bangunan,Lain-lain,422944781.84,47,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""aliquam""}"
Pegawai,33.0,24.0,Staf Pelaksana,Tetap,6613261.96,0.0,Pernah Macet,Pertimbangkan,,,,,,Pembelian Kendaraan,Emas,Lain-lain,483028398.64,68,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""delectus""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,69520677.4,13.0,Pertanian,Pusat Kota,Pernah Macet,Konsumsi,Kendaraan,Lain-lain,95935189.79,37,"{""merk_kendaraan"": ""Mitsubishi"", ""tahun_kendaraan"": 2022, ""atas_nama_kendaraan"": ""Dewi Lestari"", ""lokasi_jaminan"": ""Yogyakarta""}"
UMKM/Pengusaha,,,,,,,,Layak,134975560.95,14.0,IT,Pusat Kota,Pernah Macet,Renovasi,Emas,Penjualan Aset,10424628.78,16,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""ducimus""}"
UMKM/Pengusaha,,,,,,,,Layak,104692852.51,5.0,Lainnya,Pedesaan,Tidak Ada,Investasi,Emas,Penjualan Aset,287474171.09,58,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""quisquam""}"
Pegawai,48.0,31.0,Supervisor,Outsource,14477974.74,2.0,Pernah Macet,Pertimbangkan,,,,,,Pembelian Kendaraan,Tidak Ada,Pendapatan Lain,150183877.18,34,
Pegawai,58.0,30.0,Supervisor,Outsource,7275295.7,0.0,Ada,Layak,,,,,,Urusan Pribadi,Kendaraan,Gaji,64349060.89,38,"{""merk_kendaraan"": ""Honda"", ""tahun_kendaraan"": 2020, ""atas_nama_kendaraan"": ""Maryadi Prastuti, M.Pd"", ""lokasi_jaminan"": ""Yogyakarta""}"
Pegawai,46.0,9.0,Supervisor,Outsource,20005404.93,2.0,Pernah Macet,Pertimbangkan,,,,,,Pendidikan,Kendaraan,Pendapatan Lain,248506776.85,26,"{""merk_kendaraan"": ""Honda"", ""tahun_kendaraan"": 2013, ""atas_nama_kendaraan"": ""Rachel Namaga"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
Pegawai,50.0,9.0,Supervisor,Tetap,22096184.35,0.0,Pernah Macet,Layak,,,,,,,Emas,,25456006.89,59,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""nisi""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,21720109.75,13.0,Lainnya,Sleman,Pernah Macet,Modal Kerja,Tidak Ada,Penjualan Aset,39482891.73,18,
Pegawai,48.0,18.0,Staf Senior,Tetap,10932015.3,3.0,Pernah Macet,Pertimbangkan,,,,,,Pembelian Kendaraan,Piutang,Pendapatan Lain,497566870.62,54,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""nesciunt""}"
Pegawai,37.0,10.0,Staf Senior,Tetap,29030786.88,5.0,Tidak Ada,Layak,,,,,,,Persediaan,,450511385.43,17,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""accusamus""}"
Pegawai,37.0,12.0,Supervisor,Outsource,9271634.88,2.0,Ada,Layak,,,,,,Konsumsi,Kendaraan,Bonus,181897944.95,35,"{""merk_kendaraan"": ""Toyota"", ""tahun_kendaraan"": 2019, ""atas_nama_kendaraan"": ""Arsipatra Mandala"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
Pegawai,30.0,34.0,Staf Senior,Kontrak,29573004.91,1.0,Ada,Layak,,,,,,Pembelian Kendaraan,Piutang,Lain-lain,389121126.66,18,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""iure""}"
Pegawai,40.0,10.0,Supervisor,Outsource,4007690.68,2.0,Pernah Macet,Pertimbangkan,,,,,,Renovasi Rumah,Piutang,Gaji,448925424.84,62,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""velit""}"
UMKM/Pengusaha,,,,,,,,Layak,33945119.37,14.0,Kuliner,Pusat Kota,Tidak Ada,Modal Kerja,Emas,Lain-lain,31881974.76,17,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""voluptas""}"
UMKM/Pengusaha,,,,,,,,Layak,160848710.05,5.0,IT,Bantul,Tidak Ada,Konsumsi,Kendaraan,Tambahan Modal,118586893.04,6,"{""merk_kendaraan"": ""Mitsubishi"", ""tahun_kendaraan"": 2010, ""atas_nama_kendaraan"": ""Tgk. Cinthia Budiyanto"", ""lokasi_jaminan"": ""Luar Yogyakarta""}"
Pegawai,36.0,1.0,Staf Senior,Outsource,16157974.93,4.0,Tidak Ada,Layak,,,,,,Konsumsi,Piutang,Gaji,121713188.96,39,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""quos""}"
Pegawai,47.0,21.0,Supervisor,Kontrak,27327327.13,5.0,Tidak Ada,Layak,,,,,,Pendidikan,Deposito,Pendapatan Lain,106482072.55,9,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""natus""}"
Pegawai,53.0,2.0,Administrasi,Tetap,22796648.74,5.0,Tidak Ada,Layak,,,,,,Lain-lain,Tidak Ada,Bonus,159831626.85,19,
UMKM/Pengusaha,,,,,,,,Layak,139776814.64,12.0,Pertanian,Sleman,Pernah Macet,Pembelian Aset,Tidak Ada,Tambahan Modal,489808259.39,34,
UMKM/Pengusaha,,,,,,,,Layak,37085086.41,2.0,Kuliner,Bantul,Ada,Pembelian Aset,Piutang,Lain-lain,306531807.06,52,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""suscipit""}"
Pegawai,23.0,13.0,Staf Pelaksana,Outsource,22528044.7,1.0,Pernah Macet,Pertimbangkan,,,,,,Renovasi Rumah,Piutang,Pendapatan Lain,268976058.09,46,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""incidunt""}"
Pegawai,33.0,20.0,Staf Pelaksana,Tetap,4258603.92,1.0,Ada,Pertimbangkan,,,,,,Konsumsi,Piutang,Gaji,378084440.29,72,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""deserunt""}"
Pegawai,45.0,33.0,Staf Senior,Tetap,12622259.2,5.0,Ada,Pertimbangkan,,,,,,Konsumsi,Tidak Ada,Pendapatan Lain,179567801.01,71,
UMKM/Pengusaha,,,,,,,,Layak,104879975.07,9.0,Kuliner,Online,Ada,Pembelian Aset,Persediaan,Penjualan Aset,130736693.34,6,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""sint""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,55766197.27,7.0,Transportasi,Bantul,Pernah Macet,Investasi,Deposito,Lain-lain,301164688.38,13,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""quos""}"
UMKM/Pengusaha,,,,,,,,Layak,106700614.77,8.0,Manufaktur,Yogyakarta Kota,Pernah Macet,Modal Kerja,Piutang,Usaha Sendiri,131972654.63,27,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""ipsa""}"
Pegawai,33.0,17.0,Staf Pelaksana,Outsource,10591890.31,3.0,Pernah Macet,Pertimbangkan,,,,,,Pendidikan,Deposito,Lain-lain,403455510.41,55,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""debitis""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,195979475.9,1.0,Pertanian,Pusat Kota,Pernah Macet,Modal Kerja,Tanah/Bangunan,Tambahan Modal,280572223.48,6,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""facere""}"
UMKM/Pengusaha,,,,,,,,Layak,198022612.13,2.0,Kuliner,Pinggir Kota,Tidak Ada,Modal Kerja,Kendaraan,Usaha Sendiri,463688286.8,61,"{""merk_kendaraan"": ""Mitsubishi"", ""tahun_kendaraan"": 2004, ""atas_nama_kendaraan"": ""H. Jais Yolanda, S.IP"", ""lokasi_jaminan"": ""Yogyakarta""}"
Pegawai,40.0,13.0,Supervisor,Tetap,13425654.3,0.0,Pernah Macet,Layak,,,,,,,Tanah/Bangunan,,30258615.07,18,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""nemo""}"
Pegawai,56.0,12.0,Staf Pelaksana,Kontrak,18163315.74,2.0,Ada,Layak,,,,,,Pembelian Kendaraan,Emas,Pendapatan Lain,97731812.72,60,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""assumenda""}"
Pegawai,28.0,7.0,Administrasi,Kontrak,13013973.88,5.0,Ada,Pertimbangkan,,,,,,,Tidak Ada,,171338306.06,22,
UMKM/Pengusaha,,,,,,,,Layak,63343051.15,3.0,Kuliner,Online,Ada,Pembelian Aset,Emas,Penjualan Aset,398036457.94,49,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""atque""}"
UMKM/Pengusaha,,,,,,,,Layak,48842984.29,2.0,IT,Yogyakarta Kota,Pernah Macet,Renovasi,Tidak Ada,Tambahan Modal,499246335.22,63,
UMKM/Pengusaha,,,,,,,,Layak,192928065.84,11.0,Kuliner,Yogyakarta Kota,Ada,Renovasi,Deposito,Tambahan Modal,80012106.28,58,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""sint""}"
Pegawai,47.0,7.0,Administrasi,Kontrak,14883750.39,2.0,Pernah Macet,Layak,,,,,,Konsumsi,Emas,Pendapatan Lain,99479221.15,32,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""magni""}"
Pegawai,20.0,9.0,Staf Pelaksana,Kontrak,10616214.28,3.0,Pernah Macet,Pertimbangkan,,,,,,Renovasi Rumah,Persediaan,Pendapatan Lain,124929266.82,50,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""ullam""}"
Pegawai,20.0,5.0,Staf Senior,Tetap,11529496.19,3.0,Tidak Ada,Pertimbangkan,,,,,,Urusan Pribadi,Deposito,Gaji,426427874.52,13,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""illum""}"
UMKM/Pengusaha,,,,,,,,Layak,50331527.1,10.0,Kuliner,Pusat Kota,Ada,Modal Kerja,Tidak Ada,Lain-lain,65468168.27,69,
UMKM/Pengusaha,,,,,,,,Pertimbangkan,147708954.38,11.0,Perdagangan,Pedesaan,Pernah Macet,Modal Kerja,Piutang,Lain-lain,5353029.38,17,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""asperiores""}"
UMKM/Pengusaha,,,,,,,,Tidak Layak,10926170.15,5.0,Jasa,Online,Pernah Macet,Pembelian Aset,Persediaan,Lain-lain,113002494.63,66,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""dignissimos""}"
Pegawai,57.0,7.0,Supervisor,Tetap,17454628.4,2.0,Pernah Macet,Layak,,,,,,,Emas,,99512158.64,65,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""suscipit""}"
Pegawai,22.0,17.0,Supervisor,Kontrak,25088507.78,4.0,Ada,Layak,,,,,,Lain-lain,Tidak Ada,Gaji,127637703.93,8,
Pegawai,44.0,1.0,Staf Pelaksana,Tetap,13974568.7,1.0,Tidak Ada,Layak,,,,,,Pendidikan,Emas,Bonus,288471517.93,22,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""porro""}"
UMKM/Pengusaha,,,,,,,,Layak,45568306.02,12.0,Kerajinan,Online,Tidak Ada,Renovasi,Tidak Ada,Penjualan Aset,153786754.01,18,
UMKM/Pengusaha,,,,,,,,Pertimbangkan,89588757.74,7.0,Pertanian,Online,Pernah Macet,Konsumsi,Tidak Ada,Tambahan Modal,474997067.7,63,
Pegawai,26.0,19.0,Staf Pelaksana,Outsource,9819741.67,1.0,Pernah Macet,Pertimbangkan,,,,,,,Piutang,,269509687.4,31,"{""lokasi_jaminan"": ""Luar Yogyakarta"", ""deskripsi"": ""iste""}"
UMKM/Pengusaha,,,,,,,,Pertimbangkan,19648445.44,7.0,Lainnya,Pusat Kota,Ada,Investasi,Emas,Lain-lain,245221320.41,64,"{""lokasi_jaminan"": ""Yogyakarta"", ""deskripsi"": ""quisquam""}"
